hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,deposit_type,customer_type,adr,total_of_special_requests
Resort Hotel,0,188,2017,June,0,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,123.28,3
City Hotel,1,28,2016,January,1,1,2,0.0,0,SC,GBR,Direct,1,0,Non Refund,Transient,95.56,0
City Hotel,1,22,2016,February,4,2,2,0.0,0,BB,FRA,Offline TA/TO,0,0,Non Refund,Transient,106.82,0
City Hotel,1,249,2017,June,0,0,2,1.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,144.87,1
Resort Hotel,0,66,2017,July,0,3,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,144.46,0
City Hotel,0,113,2016,December,1,1,2,0.0,0,HB,FRA,Online TA,0,0,No Deposit,Transient,93.16,0
City Hotel,1,84,2016,August,1,1,2,1.0,0,BB,USA,Direct,0,0,No Deposit,Transient-Party,154.99,0
City Hotel,0,144,2016,February,1,3,1,1.0,0,Undefined,IRL,Online TA,0,0,No Deposit,Transient-Party,130.89,1
Resort Hotel,0,297,2016,June,1,2,2,0.0,0,FB,GBR,Online TA,0,0,No Deposit,Transient,164.38,1
Resort Hotel,0,77,2015,September,0,0,1,0.0,0,BB,FRA,Online TA,1,0,No Deposit,Transient,145.24,2
City Hotel,0,88,2015,July,1,2,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,100.35,0
City Hotel,0,67,2015,May,0,3,2,0.0,0,FB,PRT,Complementary,0,0,No Deposit,Transient,125.69,0
Resort Hotel,0,63,2015,May,1,2,2,0.0,0,BB,PRT,Complementary,0,0,No Deposit,Transient,75.88,1
City Hotel,0,74,2016,November,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,112.17,1
City Hotel,1,71,2017,November,2,2,2,0.0,0,BB,DEU,Online TA,0,2,No Deposit,Transient,91.31,0
City Hotel,0,86,2015,April,2,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,113.76,0
City Hotel,0,12,2017,July,2,5,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,117.34,0
City Hotel,0,126,2016,October,0,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,105.47,1
City Hotel,0,58,2016,September,0,2,2,0.0,0,SC,DEU,Offline TA/TO,0,0,No Deposit,Transient-Party,186.66,0
City Hotel,0,63,2016,September,1,2,3,2.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,177.32,1
City Hotel,0,76,2015,February,1,4,2,0.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient-Party,91.02,1
Resort Hotel,0,89,2016,October,1,1,2,0.0,0,SC,ITA,Offline TA/TO,0,0,No Deposit,Transient,94.5,0
City Hotel,1,126,2017,July,2,3,2,1.0,0,FB,FRA,Online TA,0,0,No Deposit,Group,151.19,0
Resort Hotel,0,103,2017,May,0,5,2,0.0,0,FB,FRA,Online TA,0,2,No Deposit,Transient,58.05,0
Resort Hotel,1,124,2016,June,1,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,99.95,1
Resort Hotel,0,153,2015,May,2,4,1,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,82.63,1
Resort Hotel,0,23,2016,February,2,3,2,0.0,0,SC,IRL,Online TA,0,0,No Deposit,Transient,105.51,0
Resort Hotel,0,81,2015,March,1,3,2,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient-Party,81.9,1
City Hotel,0,83,2016,April,2,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,133.41,1
Resort Hotel,0,152,2017,September,0,7,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,163.47,0
City Hotel,0,53,2016,December,1,1,2,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,108.7,0
Resort Hotel,0,210,2016,April,2,3,1,0.0,0,HB,GBR,Offline TA/TO,0,0,No Deposit,Transient-Party,61.93,0
Resort Hotel,0,42,2016,November,0,2,2,0.0,0,SC,PRT,Corporate,0,0,No Deposit,Transient,86.58,0
City Hotel,0,153,2015,May,2,5,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,103.54,0
Resort Hotel,0,86,2016,November,0,4,2,1.0,0,FB,PRT,Offline TA/TO,0,0,No Deposit,Transient,62.76,0
City Hotel,0,47,2017,July,0,1,2,0.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient-Party,121.74,0
City Hotel,0,9,2016,February,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,81.66,0
City Hotel,0,38,2017,July,0,4,1,0.0,0,BB,NLD,Direct,0,0,No Deposit,Transient-Party,138.97,1
City Hotel,1,25,2016,April,1,0,3,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,107.26,0
City Hotel,0,72,2016,June,0,2,1,0.0,0,BB,GBR,Complementary,0,0,No Deposit,Transient,125.8,1
Resort Hotel,0,43,2016,September,1,3,1,0.0,0,HB,ESP,Online TA,0,0,No Deposit,Transient,169.04,1
City Hotel,1,52,2016,September,0,4,1,0.0,0,BB,PRT,Online TA,0,1,Non Refund,Transient-Party,149.64,2
City Hotel,1,173,2017,July,1,1,2,0.0,0,SC,DEU,Online TA,0,0,No Deposit,Contract,149.91,1
City Hotel,1,350,2017,July,0,1,1,0.0,0,SC,USA,Online TA,0,1,No Deposit,Transient,166.4,1
City Hotel,0,104,2016,January,0,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,110.23,1
Resort Hotel,0,47,2015,March,1,1,2,0.0,0,SC,NLD,Online TA,0,0,No Deposit,Transient,110.47,0
Resort Hotel,0,154,2017,August,0,2,2,2.0,0,HB,PRT,Direct,0,0,No Deposit,Transient,218.19,3
Resort Hotel,0,89,2015,July,1,4,2,0.0,0,BB,BEL,Groups,0,0,No Deposit,Transient,124.72,0
City Hotel,1,57,2015,October,0,5,2,0.0,0,BB,FRA,Groups,0,0,No Deposit,Transient,108.55,1
Resort Hotel,0,128,2017,August,1,1,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,146.83,2
City Hotel,1,115,2017,May,2,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,121.52,0
City Hotel,1,146,2016,October,0,2,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,97.14,1
City Hotel,0,101,2016,August,1,1,2,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient-Party,118.52,0
Resort Hotel,1,60,2017,February,0,1,2,0.0,0,BB,PRT,Aviation,0,0,No Deposit,Transient-Party,70.19,1
City Hotel,0,163,2016,June,1,1,2,0.0,0,SC,BEL,Groups,0,0,No Deposit,Transient,142.77,2
Resort Hotel,0,146,2015,February,0,1,1,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,70.28,1
City Hotel,1,73,2016,January,1,4,2,0.0,0,BB,PRT,Direct,0,0,Non Refund,Transient,114.06,0
Resort Hotel,1,69,2015,February,1,2,3,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,94.31,2
City Hotel,0,66,2017,October,1,1,1,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,133.46,2
City Hotel,1,129,2016,September,2,0,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,146.14,0
City Hotel,0,346,2015,June,2,0,2,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient,159.08,0
City Hotel,0,179,2017,October,1,1,1,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient-Party,114.53,0
City Hotel,0,39,2016,August,0,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,148.33,1
City Hotel,1,46,2016,February,0,5,1,0.0,0,BB,NLD,Online TA,0,1,No Deposit,Transient,88.02,0
City Hotel,0,170,2015,October,1,6,2,1.0,0,BB,GBR,Direct,0,0,No Deposit,Transient,107.31,0
City Hotel,0,139,2015,April,1,2,2,3.0,0,SC,DEU,Online TA,0,0,No Deposit,Transient,169.14,0
Resort Hotel,0,88,2016,April,0,4,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,73.47,0
City Hotel,1,50,2016,March,1,1,2,0.0,0,HB,DEU,Online TA,0,0,No Deposit,Transient-Party,90.91,1
City Hotel,1,20,2015,June,1,2,2,0.0,0,HB,PRT,Groups,0,0,No Deposit,Transient,137.2,0
City Hotel,0,85,2017,May,0,2,1,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,87.93,3
City Hotel,1,133,2016,December,2,5,2,0.0,0,BB,BEL,Direct,0,0,No Deposit,Transient,139.98,0
City Hotel,1,186,2015,June,1,4,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,158.16,0
Resort Hotel,1,97,2016,March,1,1,2,0.0,0,BB,ESP,Online TA,0,0,Non Refund,Transient,100.85,0
City Hotel,1,112,2016,October,3,3,1,2.0,0,BB,BEL,Online TA,0,0,Non Refund,Transient,139.4,0
Resort Hotel,0,344,2016,December,0,0,2,0.0,0,SC,PRT,Direct,0,0,No Deposit,Transient,93.19,2
Resort Hotel,0,76,2016,July,1,0,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,136.0,0
Resort Hotel,1,210,2016,August,1,2,3,0.0,0,SC,IRL,Corporate,0,0,No Deposit,Transient-Party,139.81,1
City Hotel,0,37,2015,August,0,3,2,0.0,1,BB,ITA,Complementary,0,0,No Deposit,Transient,158.32,1
Resort Hotel,0,61,2017,March,3,4,2,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient,63.48,1
City Hotel,0,98,2016,October,2,1,2,0.0,0,BB,IRL,Online TA,0,1,No Deposit,Transient,117.72,0
Resort Hotel,0,172,2017,October,0,4,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,96.51,1
City Hotel,0,175,2016,September,1,5,1,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,124.26,0
Resort Hotel,0,17,2015,June,0,4,2,0.0,0,SC,GBR,Direct,0,0,No Deposit,Transient,154.8,0
City Hotel,0,128,2016,May,0,2,2,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient,116.1,2
City Hotel,1,67,2016,August,0,3,1,0.0,0,BB,USA,Online TA,0,0,Non Refund,Transient,99.19,0
Resort Hotel,0,57,2015,August,0,3,2,0.0,0,BB,ESP,Online TA,0,2,No Deposit,Transient,157.08,3
Resort Hotel,0,99,2017,October,0,4,2,0.0,0,BB,BEL,Corporate,0,0,No Deposit,Transient-Party,96.02,0
City Hotel,0,85,2017,November,3,4,1,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,157.65,0
Resort Hotel,0,126,2016,October,1,3,2,0.0,0,BB,BEL,Direct,0,0,No Deposit,Transient,101.88,1
City Hotel,1,379,2017,December,0,2,2,0.0,0,SC,ESP,Direct,0,0,Non Refund,Transient,87.21,1
City Hotel,0,64,2017,September,0,4,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,126.18,1
City Hotel,1,178,2017,May,0,5,2,0.0,0,SC,FRA,Complementary,0,2,No Deposit,Transient,108.81,1
City Hotel,0,36,2016,June,1,4,1,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,110.64,0
Resort Hotel,1,27,2016,May,1,0,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient-Party,65.71,0
City Hotel,0,185,2016,October,0,2,2,1.0,0,BB,BEL,Corporate,0,0,No Deposit,Transient,98.97,0
City Hotel,1,48,2017,July,0,3,2,0.0,0,BB,BEL,Direct,0,0,No Deposit,Transient,171.03,0
City Hotel,1,207,2015,August,2,2,1,0.0,0,SC,GBR,Offline TA/TO,0,3,No Deposit,Transient,154.9,1
Resort Hotel,0,181,2016,November,1,2,2,0.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,93.97,3
City Hotel,1,195,2016,January,0,1,2,0.0,0,BB,GBR,Offline TA/TO,0,1,No Deposit,Transient,127.02,0
City Hotel,1,205,2015,June,2,2,2,1.0,0,SC,GBR,Groups,0,1,No Deposit,Transient,131.2,0
City Hotel,1,218,2016,March,1,4,2,0.0,0,SC,NLD,Offline TA/TO,0,0,No Deposit,Transient,117.91,0
City Hotel,1,107,2016,May,2,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient-Party,91.01,0
City Hotel,1,169,2017,July,0,7,2,0.0,0,BB,PRT,Corporate,0,0,Non Refund,Transient,115.93,0
City Hotel,0,63,2015,May,0,4,2,0.0,0,FB,BEL,Groups,0,0,No Deposit,Transient-Party,111.93,0
City Hotel,0,126,2016,February,3,3,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,115.7,0
City Hotel,0,100,2016,October,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,94.62,0
Resort Hotel,0,91,2017,August,1,3,1,2.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient,159.04,0
Resort Hotel,1,279,2016,March,1,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,101.54,2
City Hotel,0,97,2015,January,1,3,2,0.0,0,BB,ITA,Offline TA/TO,1,0,No Deposit,Contract,76.5,1
Resort Hotel,0,76,2017,July,1,0,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,142.53,0
Resort Hotel,0,108,2016,June,4,5,2,1.0,0,FB,PRT,Corporate,0,0,No Deposit,Transient,154.98,0
Resort Hotel,0,18,2016,July,4,4,2,0.0,0,SC,ITA,Online TA,0,0,No Deposit,Transient,156.93,0
Resort Hotel,1,101,2016,May,1,2,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,102.45,0
City Hotel,0,122,2016,September,0,5,3,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,113.03,0
Resort Hotel,0,19,2016,August,2,2,2,0.0,0,BB,NLD,Offline TA/TO,0,0,No Deposit,Transient,151.58,0
City Hotel,0,65,2017,January,0,2,2,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient,107.43,0
Resort Hotel,0,113,2017,August,0,1,3,0.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,179.39,0
Resort Hotel,1,26,2017,September,1,1,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,156.66,1
City Hotel,0,131,2017,July,1,4,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,106.01,1
City Hotel,0,45,2016,August,0,0,1,2.0,0,BB,ESP,Direct,0,0,No Deposit,Transient,159.88,1
City Hotel,0,57,2017,October,3,0,3,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient-Party,103.96,0
Resort Hotel,0,67,2015,May,0,3,2,0.0,0,BB,GBR,Online TA,0,1,No Deposit,Transient,118.92,2
City Hotel,1,210,2017,November,0,4,1,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Contract,138.94,0
City Hotel,0,86,2016,July,0,3,2,0.0,0,SC,GBR,Offline TA/TO,0,0,No Deposit,Transient,126.2,0
City Hotel,1,73,2015,August,0,2,1,0.0,0,BB,DEU,Online TA,0,0,Non Refund,Transient,124.74,0
City Hotel,1,79,2016,August,1,4,2,0.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient,112.33,3
City Hotel,1,107,2016,April,2,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,102.0,1
City Hotel,0,47,2015,November,0,3,2,1.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,126.63,0
Resort Hotel,0,23,2016,June,2,3,2,0.0,0,HB,GBR,Offline TA/TO,0,1,No Deposit,Transient-Party,128.01,0
Resort Hotel,0,59,2016,October,1,2,2,0.0,0,BB,GBR,Groups,0,0,No Deposit,Transient,87.2,0
Resort Hotel,1,277,2015,December,0,5,2,0.0,0,HB,FRA,Direct,0,1,No Deposit,Transient,77.29,1
City Hotel,1,3,2016,August,2,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,148.91,0
City Hotel,0,130,2016,March,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,84.49,0
City Hotel,1,17,2016,July,1,3,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,142.98,0
Resort Hotel,0,77,2017,March,0,4,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,103.37,2
City Hotel,0,56,2016,September,3,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Contract,137.02,0
City Hotel,0,244,2017,July,0,8,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,178.36,2
City Hotel,1,110,2015,May,0,0,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,116.76,0
Resort Hotel,0,19,2016,April,1,1,1,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient-Party,90.91,1
City Hotel,0,100,2016,May,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,80.12,0
City Hotel,1,64,2017,July,1,2,2,0.0,0,HB,PRT,Corporate,1,0,No Deposit,Transient,115.66,1
City Hotel,0,76,2017,May,0,1,2,0.0,0,HB,ITA,Groups,0,0,No Deposit,Transient,101.62,0
City Hotel,0,27,2017,April,0,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,98.36,0
Resort Hotel,1,90,2017,September,0,1,2,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient,130.22,0
City Hotel,0,63,2016,June,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,142.26,2
City Hotel,1,54,2017,August,1,1,1,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,142.53,0
Resort Hotel,0,87,2016,August,2,6,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,150.65,0
City Hotel,0,48,2017,May,1,4,2,0.0,0,BB,PRT,Complementary,0,0,No Deposit,Transient,129.84,2
Resort Hotel,1,66,2015,September,1,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,154.26,0
City Hotel,0,229,2016,June,0,7,1,0.0,0,BB,USA,Online TA,0,2,No Deposit,Transient,136.13,1
Resort Hotel,0,53,2017,August,0,5,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,142.72,0
City Hotel,0,100,2017,December,0,2,2,0.0,0,SC,GBR,Complementary,0,0,No Deposit,Transient,103.1,1
Resort Hotel,1,57,2016,August,1,2,2,0.0,1,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,186.12,0
City Hotel,0,25,2016,December,0,5,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,91.48,1
Resort Hotel,1,59,2017,May,0,4,2,0.0,0,FB,USA,Groups,0,0,Non Refund,Transient-Party,122.99,0
City Hotel,0,34,2015,August,1,0,1,2.0,0,SC,PRT,Online TA,0,0,No Deposit,Contract,145.85,1
Resort Hotel,0,15,2015,August,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,135.4,0
City Hotel,0,63,2016,January,0,6,3,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,126.64,0
City Hotel,0,206,2016,August,1,7,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,119.85,1
City Hotel,1,387,2017,May,1,5,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,118.97,1
City Hotel,0,92,2016,March,2,1,1,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,111.27,0
Resort Hotel,1,201,2015,September,0,3,2,0.0,0,FB,FRA,Corporate,0,0,Non Refund,Transient,143.9,0
Resort Hotel,1,410,2016,May,0,7,2,0.0,0,BB,DEU,Online TA,0,3,No Deposit,Transient,102.62,1
City Hotel,0,129,2016,February,0,4,1,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,95.53,0
City Hotel,1,76,2017,June,0,1,1,1.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient-Party,159.49,0
Resort Hotel,1,41,2016,May,3,1,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,111.41,0
Resort Hotel,1,171,2017,April,0,3,2,1.0,0,BB,FRA,Complementary,0,3,No Deposit,Transient,92.42,1
Resort Hotel,0,77,2017,June,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,149.12,0
Resort Hotel,0,31,2015,August,2,1,3,2.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,158.42,0
City Hotel,1,52,2016,March,0,2,2,0.0,0,HB,ESP,Direct,0,0,No Deposit,Transient,116.61,1
Resort Hotel,1,46,2016,August,0,1,2,0.0,0,BB,PRT,Online TA,0,3,No Deposit,Transient,142.92,0
City Hotel,0,20,2016,October,1,1,2,0.0,0,SC,FRA,Direct,0,0,No Deposit,Transient,86.47,0
City Hotel,1,140,2016,April,3,5,2,0.0,0,Undefined,DEU,Online TA,0,0,Non Refund,Transient-Party,121.6,0
City Hotel,1,75,2016,August,0,1,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient-Party,102.89,1
Resort Hotel,0,118,2016,August,0,5,3,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,149.38,0
Resort Hotel,0,60,2015,November,0,3,2,0.0,0,BB,GBR,Online TA,1,0,No Deposit,Transient,76.93,0
City Hotel,0,46,2017,June,0,3,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,145.33,0
City Hotel,1,229,2017,February,2,1,1,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,85.94,0
City Hotel,1,64,2016,January,1,2,2,0.0,0,BB,DEU,Offline TA/TO,0,0,Non Refund,Transient,118.5,3
City Hotel,1,75,2016,March,2,4,2,0.0,0,SC,NLD,Offline TA/TO,0,0,No Deposit,Transient,90.52,0
City Hotel,0,111,2017,October,1,5,2,0.0,0,HB,GBR,Offline TA/TO,0,0,No Deposit,Transient,99.47,0
City Hotel,0,168,2015,September,0,3,2,0.0,0,BB,ITA,Direct,0,0,No Deposit,Transient,150.45,0
City Hotel,0,134,2016,March,2,1,1,1.0,0,BB,GBR,Direct,0,0,No Deposit,Transient,149.79,0
City Hotel,0,74,2017,April,0,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,91.99,0
Resort Hotel,0,76,2016,August,1,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,151.11,0
Resort Hotel,0,71,2016,August,2,2,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,156.91,0
Resort Hotel,0,32,2015,March,2,3,2,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,98.7,3
City Hotel,0,14,2016,May,1,5,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,137.08,0
City Hotel,0,83,2016,August,0,2,2,0.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,106.05,1
Resort Hotel,0,90,2016,August,0,1,1,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient-Party,118.17,3
Resort Hotel,0,131,2015,July,0,4,2,0.0,0,BB,GBR,Offline TA/TO,0,1,No Deposit,Transient,122.11,0
Resort Hotel,1,70,2017,September,0,1,2,0.0,0,HB,NLD,Direct,0,1,No Deposit,Transient-Party,177.59,0
Resort Hotel,0,37,2017,July,1,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,141.37,0
City Hotel,1,250,2017,December,3,1,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient-Party,95.26,0
City Hotel,0,189,2017,July,1,5,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,122.12,0
City Hotel,1,34,2017,November,0,3,2,0.0,0,HB,PRT,Offline TA/TO,0,3,No Deposit,Transient-Party,127.76,1
Resort Hotel,0,116,2016,May,0,2,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,103.25,0
City Hotel,1,118,2016,November,2,3,2,2.0,0,BB,FRA,Online TA,0,0,Non Refund,Transient,103.23,1
City Hotel,0,76,2016,December,0,2,2,1.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,134.87,2
Resort Hotel,0,116,2017,December,1,2,2,1.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,107.76,1
City Hotel,1,87,2016,November,1,4,2,0.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient,121.31,0
City Hotel,0,156,2017,April,1,1,2,0.0,0,HB,BEL,Online TA,0,0,No Deposit,Transient,82.63,0
Resort Hotel,0,14,2016,April,1,2,1,0.0,0,HB,GBR,Offline TA/TO,0,0,No Deposit,Transient,105.59,0
City Hotel,1,37,2017,June,0,2,2,0.0,0,SC,FRA,Offline TA/TO,0,0,No Deposit,Transient,134.47,0
City Hotel,0,229,2015,May,3,4,2,0.0,0,FB,PRT,Online TA,0,0,No Deposit,Transient,103.08,0
City Hotel,0,87,2017,January,3,2,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,81.45,1
City Hotel,0,171,2016,August,0,3,2,2.0,0,BB,PRT,Groups,0,3,No Deposit,Transient-Party,134.24,3
Resort Hotel,0,26,2016,April,4,5,2,0.0,0,BB,USA,Direct,0,0,No Deposit,Transient,104.25,0
City Hotel,0,37,2015,September,3,0,2,0.0,0,SC,BEL,Direct,0,0,No Deposit,Transient,141.66,1
Resort Hotel,1,112,2015,March,2,5,2,0.0,0,BB,PRT,Complementary,0,0,No Deposit,Transient,89.47,2
City Hotel,0,128,2016,November,3,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,103.73,1
City Hotel,0,177,2017,September,1,1,2,0.0,0,Undefined,GBR,Groups,0,0,No Deposit,Transient,150.39,3
Resort Hotel,0,288,2017,July,1,2,2,0.0,0,BB,PRT,Aviation,0,0,No Deposit,Contract,161.78,3
City Hotel,0,43,2015,March,1,3,2,2.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient,112.32,3
Resort Hotel,0,59,2016,August,0,1,1,1.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,166.24,3
Resort Hotel,0,211,2016,June,0,3,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,142.38,0
Resort Hotel,0,66,2015,August,0,3,3,2.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,190.91,0
City Hotel,0,32,2015,February,0,0,2,0.0,0,BB,DEU,Direct,0,0,No Deposit,Contract,97.86,0
Resort Hotel,1,206,2015,August,2,1,1,0.0,0,SC,DEU,Online TA,0,2,No Deposit,Transient,146.54,1
Resort Hotel,0,273,2016,April,1,0,2,0.0,0,Undefined,PRT,Direct,0,0,No Deposit,Transient,78.29,0
Resort Hotel,1,131,2017,November,0,2,3,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,105.61,0
City Hotel,0,213,2016,April,1,3,2,0.0,0,BB,DEU,Groups,0,0,No Deposit,Transient,92.8,0
City Hotel,1,42,2017,November,1,4,1,0.0,0,BB,GBR,Online TA,0,0,Non Refund,Transient,127.53,1
City Hotel,0,45,2016,April,3,2,2,2.0,0,SC,IRL,Groups,0,0,No Deposit,Transient,132.17,0
City Hotel,1,191,2016,April,0,1,2,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient-Party,95.19,1
City Hotel,0,110,2015,August,2,2,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,115.89,1
City Hotel,0,173,2017,June,0,2,2,0.0,0,FB,DEU,Offline TA/TO,0,0,No Deposit,Transient,173.64,1
