customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6307-LBRCE,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.59,4322.72,Yes
2912-NJTBT,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,78.83,5669.27,No
8181-XPXWV,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,88.58,6350.37,No
7198-EKHHU,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,64.55,3170.02,No
8717-CVDVL,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.17,3458.92,No
4613-REPBE,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.09,310.36,No
4291-REOJW,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.84,2829.56,No
5171-HLEXJ,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.08,2230.75,No
3214-TAIFT,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,84.19,6040.06,No
1004-HXNBH,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.88,3512.4,No
4009-FIGJY,Female,1,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.24,685.84,No
4358-ZQPCE,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.08,2423.75,No
7081-CKIFX,Male,0,No,Yes,50,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.6,3291.5,No
3746-EWKPM,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.59,1688.26,Yes
7241-WDXPF,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.65,1684.49,No
7735-DDEBM,Female,0,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.22,3108.98,No
3707-ODIXV,Male,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),72.06,837.99,No
8214-NJTNA,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.23,985.05,Yes
5227-JHTRI,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.12,344.95,Yes
5598-AIGGP,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.3,1495.03,Yes
1366-NJBFU,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,79.31,2129.2,No
3078-BUAZW,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.71,2268.98,No
1098-YGXTE,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.91,5944.64,No
6300-WDBNB,Female,0,No,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),64.15,3118.97,No
3048-XOSDK,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.43,533.88,No
1549-RQTJW,Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.84,1332.06,No
6636-LIUSS,Female,0,No,No,47,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.47,3352.07,No
6427-FKYOI,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,80.61,1378.74,No
7055-RWMFM,Female,0,No,No,39,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.42,3252.02,No
1726-YKFKP,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.85,458.08,Yes
9116-WYGNO,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.93,713.17,No
7229-SNSYP,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),85.72,2726.36,No
7938-IPRVV,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,75.49,1253.83,No
2823-RVSCV,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.28,682.71,Yes
6979-BXBID,Female,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.29,583.15,Yes
1874-OKUML,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),81.9,2447.01,Yes
1573-MSCYI,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,91.45,3102.17,No
3707-HIVQU,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,74.47,211.77,No
5878-DFYKO,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,44.63,No
2252-QGIXJ,Female,1,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.57,797.46,No
4980-KOEJR,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.42,973.69,Yes
7879-KCMOP,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,67.55,910.54,No
6144-QVHXW,Male,1,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.75,2462.57,Yes
2492-GYMZC,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.25,1374.87,No
6762-GATBN,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,77.35,4194.12,No
9385-HVCJT,Female,1,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,72.55,3046.99,No
3145-LNYUN,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,79.32,4126.83,No
5527-HWKBU,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.33,978.16,Yes
8410-GCLTR,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.92,1333.97,No
2984-ZSZXE,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.52,3742.48,No
7713-HFXFF,Female,1,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.97,376.24,No
3033-LCCCT,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),59.28,3845.72,No
2927-KEZXO,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.4,3645.85,No
8789-MVKJO,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),69.36,1078.0,No
7144-OIIPY,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.7,238.21,Yes
9987-WQCMH,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.27,906.4,No
7820-CYMNU,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.36,1681.84,No
7002-UUVEG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.6,594.24,Yes
3880-YSYSH,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,65.1,1666.63,Yes
5519-KVVRJ,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.31,1249.79,Yes
5335-IWPAV,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.44,1161.44,No
5260-EXVIU,Female,0,No,Yes,3,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),64.9,232.56,No
6852-YPEPR,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.3,4514.04,Yes
2264-SWAEH,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,92.24,2201.06,No
5170-XQFBY,Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,51.83,2136.58,No
2685-MXCBO,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.17,6081.8,No
3430-HAUBB,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.08,3151.94,Yes
8802-FBYUA,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.38,3653.12,No
5933-QERAR,Female,1,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.38,361.98,No
1786-IVGLX,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,79.11,566.87,No
7849-XDOVZ,Male,0,Yes,No,19,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.24,1268.12,Yes
2893-GPOQX,Female,1,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.36,850.17,No
4498-FLKBV,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.5,2321.19,No
8140-YCANG,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.91,3359.9,Yes
5341-AMOVE,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.61,1534.7,No
8603-QVTWF,Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.66,1316.37,No
6508-OWCIY,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.23,494.05,Yes
4978-RUQFV,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.2,5165.88,No
5813-VIGKO,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),78.84,4528.84,No
2721-HMQYH,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.82,631.77,No
1859-QDTCG,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,83.71,4879.26,No
2165-VSEEJ,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,104.71,525.96,No
5424-BPHRU,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.37,1609.09,No
9226-CJBWF,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.89,678.56,Yes
9749-YGIBZ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,98.23,4812.99,No
6334-MTIVY,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.41,970.67,No
5281-YTZCD,Male,1,No,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),71.41,3804.54,No
8423-HVQYB,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.43,732.13,Yes
6154-XCIHT,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.15,2241.07,No
3300-KWDWR,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.5,582.12,No
1316-OVTXK,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,59.35,1093.9,No
6015-RSYOA,Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.21,3643.36,No
9088-XMZIT,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.16,2737.29,No
6833-JLREN,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.62,521.0,No
1661-ORMPU,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,89.91,1534.21,No
4430-MESEA,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,64.64,4719.86,No
5247-CGVRV,Female,1,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.46,1211.96,No
6468-SVJWX,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.26,2169.27,Yes
9121-HTIEK,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,87.45,680.83,No
3813-BXFRB,Female,1,Yes,Yes,66,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,65.74,4354.35,No
5466-NFSFP,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.96,922.2,Yes
5021-RKVPZ,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.77,897.01,No
3798-DFDSV,Female,1,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,908.12,No
7215-OGYUK,Male,1,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.84, ,Yes
8933-TAIMR,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.51,2051.95,No
3765-QQOJH,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.28,1557.6,No
2806-WICTW,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.38,1723.68,Yes
7689-GPUNY,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),87.48,1103.38,No
8586-BYMCZ,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),78.68,1179.85,No
4162-AFAMM,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.81,208.5,Yes
1663-NZQYS,Female,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,876.99,No
5008-EPFEB,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,82.84,1639.84,No
9443-AUJYW,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.26,4822.61,No
4120-PXKQC,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.54,1966.72,No
6683-TJXTB,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.7,202.67,No
8803-RTQFX,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.87,1024.37,No
7637-NKDRL,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.91,903.11,Yes
8510-ZUQDC,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),96.86,1220.79,No
4521-NKQHE,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,61.57,1418.14,No
5166-VTBHS,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.63,1990.24,No
1488-LXNVL,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,93.6,1655.55,No
3083-EZNFA,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.76,660.24,No
2912-ZLFNR,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.91,1708.24,No
9083-NPFOI,Female,1,Yes,No,22,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.9,1765.82,Yes
4984-FHWHE,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,58.67,519.51,No
3946-BPPLJ,Male,0,No,No,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.32,4137.02,No
8810-LYMVZ,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.95,1626.5,No
7606-DIBFV,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.79,585.5,Yes
4359-SZELN,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.44,2743.94,No
2799-BQQJP,Male,0,No,Yes,59,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.66,4582.24,No
1653-QFHQO,Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.79,799.61,Yes
4611-PZDIY,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.84,533.01,No
8397-WNXHT,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),74.39,1760.18,No
8207-UYMDM,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.96,1269.24,Yes
7178-VGCSE,Male,0,No,Yes,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.55,1678.39,No
2670-JTLMV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.17,6040.89,No
3954-ZOULC,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.26,2123.12,Yes
2908-OXSZO,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.38,3590.17,No
6323-LGLOQ,Male,1,No,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,58.06,1028.46,No
4465-QVHYK,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.86,1038.92,No
4946-DQWKW,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,66.83,2273.38,No
9582-RHZHM,Female,0,No,No,44,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,3488.54,No
5216-WYTIE,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),62.4,1002.16,No
3953-WNEMQ,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.46,665.99,No
4971-ECYYR,Male,1,Yes,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.95,3043.01,No
3898-DECGE,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.93,1528.77,Yes
7722-OVBLY,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.44,822.02,Yes
1686-FRMKS,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.69,1469.25,Yes
8943-TUNDC,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,98.74,4672.82,No
4636-EUWQA,Male,1,No,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.78,3574.81,No
8602-KDLLZ,Female,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.78,3067.65,No
2751-UCSQM,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,63.63,3710.77,No
1978-RAGTF,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.08,6487.86,No
4426-RKJFN,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.91,882.52,No
6471-HIDML,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.54,1744.71,Yes
1866-ZXCAN,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.6,381.21,No
3170-HTKRP,Female,1,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.79,474.78,Yes
3444-KLDVJ,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.3,645.17,No
4443-OLTYE,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.69,4200.56,No
6455-OKWMZ,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.14,942.79,Yes
2567-INFEV,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.78,305.42,No
6403-YEXTJ,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.02,399.83,No
8090-SYGBP,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),110.63,2632.81,No
8078-QVTRZ,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,84.63,2627.54,No
7873-TAAWL,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.22,636.67,No
7163-SSXAE,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,81.38,1211.64,No
9248-CJJDR,Female,0,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.29,3347.58,No
4671-QUGGK,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.21,572.68,No
9733-SLPCU,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.81,3935.15,No
3090-CRZVP,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,74.26,1955.23,No
6236-AQSLB,Male,1,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.24,1002.56,No
